"mon_year"	"category"	"n"
"Jun-2014"	"religion & philosophy"	4
"Jun-2014"	"science & nature"	21
"Jun-2014"	"shopping"	27
"Jun-2014"	"society & culture"	35
"Jun-2014"	"sports, hobbies, & recreation"	39
"Jun-2014"	"technology"	40
"Jun-2014"	"travel & transportation"	101
"Jun-2014"	"work & money"	119
"Jun-2014"	"writing & language"	30
"Mar-2004"	"clothing, beauty, & fashion"	3
"Mar-2004"	"computers & internet"	99
"Mar-2004"	"education"	3
"Mar-2004"	"food & drink"	10
"Mar-2004"	"grab bag"	8
"Mar-2004"	"health & fitness"	15
"Mar-2004"	"home & garden"	9
"Mar-2004"	"human relations"	4
"Mar-2004"	"law & government"	4
"Mar-2004"	"media & arts"	19
"Mar-2004"	"pets & animals"	3
"Mar-2004"	"religion & philosophy"	4
"Mar-2004"	"science & nature"	4
"Mar-2004"	"shopping"	11
"Mar-2004"	"society & culture"	3
"Mar-2004"	"sports, hobbies, & recreation"	5
"Mar-2004"	"technology"	17
"Mar-2004"	"travel & transportation"	12
"Mar-2004"	"work & money"	10
"Mar-2004"	"writing & language"	5
"Mar-2005"	"clothing, beauty, & fashion"	22
"Mar-2005"	"computers & internet"	202
"Mar-2005"	"education"	14
"Mar-2005"	"food & drink"	26
"Mar-2005"	"grab bag"	17
"Mar-2005"	"health & fitness"	51
"Mar-2005"	"home & garden"	26
"Mar-2005"	"human relations"	14
"Mar-2005"	"law & government"	19
"Mar-2005"	"media & arts"	109
"Mar-2005"	"pets & animals"	11
"Mar-2005"	"religion & philosophy"	4
"Mar-2005"	"science & nature"	13
"Mar-2005"	"shopping"	23
"Mar-2005"	"society & culture"	33
"Mar-2005"	"sports, hobbies, & recreation"	37
"Mar-2005"	"technology"	59
"Mar-2005"	"travel & transportation"	46
"Mar-2005"	"work & money"	47
"Mar-2005"	"writing & language"	31
"Mar-2006"	"clothing, beauty, & fashion"	15
"Mar-2006"	"computers & internet"	149
"Mar-2006"	"education"	15
"Mar-2006"	"food & drink"	19
"Mar-2006"	"grab bag"	18
"Mar-2006"	"health & fitness"	35
"Mar-2006"	"home & garden"	23
"Mar-2006"	"human relations"	23
"Mar-2006"	"law & government"	9
"Mar-2006"	"media & arts"	60
"Mar-2006"	"pets & animals"	9
"Mar-2006"	"religion & philosophy"	8
"Mar-2006"	"science & nature"	17
"Mar-2006"	"shopping"	11
"Mar-2006"	"society & culture"	26
"Mar-2006"	"sports, hobbies, & recreation"	22
"Mar-2006"	"technology"	27
"Mar-2006"	"travel & transportation"	32
"Mar-2006"	"work & money"	56
"Mar-2006"	"writing & language"	21
"Mar-2007"	"clothing, beauty, & fashion"	25
"Mar-2007"	"computers & internet"	205
"Mar-2007"	"education"	37
"Mar-2007"	"food & drink"	43
"Mar-2007"	"grab bag"	23
"Mar-2007"	"health & fitness"	79
"Mar-2007"	"home & garden"	53
"Mar-2007"	"human relations"	56
"Mar-2007"	"law & government"	36
"Mar-2007"	"media & arts"	82
"Mar-2007"	"pets & animals"	10
"Mar-2007"	"religion & philosophy"	16
"Mar-2007"	"science & nature"	21
"Mar-2007"	"shopping"	21
"Mar-2007"	"society & culture"	30
"Mar-2007"	"sports, hobbies, & recreation"	26
"Mar-2007"	"technology"	61
"Mar-2007"	"travel & transportation"	77
"Mar-2007"	"work & money"	65
"Mar-2007"	"writing & language"	34
"Mar-2008"	"clothing, beauty, & fashion"	27
"Mar-2008"	"computers & internet"	187
"Mar-2008"	"education"	26
"Mar-2008"	"food & drink"	35
"Mar-2008"	"grab bag"	37
"Mar-2008"	"health & fitness"	56
"Mar-2008"	"home & garden"	34
"Mar-2008"	"human relations"	51
"Mar-2008"	"law & government"	22
"Mar-2008"	"media & arts"	95
"Mar-2008"	"pets & animals"	11
"Mar-2008"	"religion & philosophy"	6
"Mar-2008"	"science & nature"	20
"Mar-2008"	"shopping"	17
"Mar-2008"	"society & culture"	24
"Mar-2008"	"sports, hobbies, & recreation"	46
"Mar-2008"	"technology"	51
"Mar-2008"	"travel & transportation"	58
"Mar-2008"	"work & money"	71
"Mar-2008"	"writing & language"	26
"Mar-2009"	"clothing, beauty, & fashion"	36
"Mar-2009"	"computers & internet"	223
"Mar-2009"	"education"	38
"Mar-2009"	"food & drink"	54
"Mar-2009"	"grab bag"	50
"Mar-2009"	"health & fitness"	93
"Mar-2009"	"home & garden"	85
"Mar-2009"	"human relations"	93
"Mar-2009"	"law & government"	40
"Mar-2009"	"media & arts"	124
"Mar-2009"	"pets & animals"	23
"Mar-2009"	"religion & philosophy"	6
"Mar-2009"	"science & nature"	24
"Mar-2009"	"shopping"	24
"Mar-2009"	"society & culture"	24
"Mar-2009"	"sports, hobbies, & recreation"	42
"Mar-2009"	"technology"	84
"Mar-2009"	"travel & transportation"	74
"Mar-2009"	"work & money"	140
"Mar-2009"	"writing & language"	30
"Mar-2010"	"clothing, beauty, & fashion"	52
"Mar-2010"	"computers & internet"	289
"Mar-2010"	"education"	64
"Mar-2010"	"food & drink"	106
"Mar-2010"	"grab bag"	74
"Mar-2010"	"health & fitness"	159
"Mar-2010"	"home & garden"	92
"Mar-2010"	"human relations"	156
"Mar-2010"	"law & government"	64
"Mar-2010"	"media & arts"	172
"Mar-2010"	"pets & animals"	32
"Mar-2010"	"religion & philosophy"	18
"Mar-2010"	"science & nature"	34
"Mar-2010"	"shopping"	31
"Mar-2010"	"society & culture"	65
"Mar-2010"	"sports, hobbies, & recreation"	84
"Mar-2010"	"technology"	105
"Mar-2010"	"travel & transportation"	136
"Mar-2010"	"work & money"	157
"Mar-2010"	"writing & language"	50
"Mar-2011"	"clothing, beauty, & fashion"	32
"Mar-2011"	"computers & internet"	123
"Mar-2011"	"education"	36
"Mar-2011"	"food & drink"	38
"Mar-2011"	"grab bag"	31
"Mar-2011"	"health & fitness"	64
"Mar-2011"	"home & garden"	42
"Mar-2011"	"human relations"	58
"Mar-2011"	"law & government"	22
"Mar-2011"	"media & arts"	74
"Mar-2011"	"pets & animals"	18
"Mar-2011"	"religion & philosophy"	10
"Mar-2011"	"science & nature"	19
"Mar-2011"	"shopping"	21
"Mar-2011"	"society & culture"	30
"Mar-2011"	"sports, hobbies, & recreation"	28
"Mar-2011"	"technology"	50
"Mar-2011"	"travel & transportation"	62
"Mar-2011"	"work & money"	59
"Mar-2011"	"writing & language"	17
"Mar-2012"	"clothing, beauty, & fashion"	27
"Mar-2012"	"computers & internet"	108
"Mar-2012"	"education"	39
"Mar-2012"	"food & drink"	40
"Mar-2012"	"grab bag"	29
"Mar-2012"	"health & fitness"	74
"Mar-2012"	"home & garden"	47
"Mar-2012"	"human relations"	88
"Mar-2012"	"law & government"	19
"Mar-2012"	"media & arts"	70
"Mar-2012"	"pets & animals"	16
"Mar-2012"	"religion & philosophy"	7
"Mar-2012"	"science & nature"	5
"Mar-2012"	"shopping"	19
"Mar-2012"	"society & culture"	21
"Mar-2012"	"sports, hobbies, & recreation"	19
"Mar-2012"	"technology"	34
"Mar-2012"	"travel & transportation"	49
"Mar-2012"	"work & money"	76
"Mar-2012"	"writing & language"	23
"Mar-2013"	"clothing, beauty, & fashion"	56
"Mar-2013"	"computers & internet"	181
"Mar-2013"	"education"	45
"Mar-2013"	"food & drink"	71
"Mar-2013"	"grab bag"	50
"Mar-2013"	"health & fitness"	135
"Mar-2013"	"home & garden"	91
"Mar-2013"	"human relations"	208
"Mar-2013"	"law & government"	53
"Mar-2013"	"media & arts"	166
"Mar-2013"	"pets & animals"	34
"Mar-2013"	"religion & philosophy"	8
"Mar-2013"	"science & nature"	21
"Mar-2013"	"shopping"	31
"Mar-2013"	"society & culture"	49
"Mar-2013"	"sports, hobbies, & recreation"	47
"Mar-2013"	"technology"	90
"Mar-2013"	"travel & transportation"	127
"Mar-2013"	"work & money"	164
"Mar-2013"	"writing & language"	60
"Mar-2014"	"clothing, beauty, & fashion"	25
"Mar-2014"	"computers & internet"	71
"Mar-2014"	"education"	16
"Mar-2014"	"food & drink"	39
"Mar-2014"	"grab bag"	33
"Mar-2014"	"health & fitness"	48
"Mar-2014"	"home & garden"	38
"Mar-2014"	"human relations"	64
"Mar-2014"	"law & government"	31
"Mar-2014"	"media & arts"	75
"Mar-2014"	"pets & animals"	9
"Mar-2014"	"religion & philosophy"	3
"Mar-2014"	"science & nature"	10
"Mar-2014"	"shopping"	15
"Mar-2014"	"society & culture"	22
"Mar-2014"	"sports, hobbies, & recreation"	19
"Mar-2014"	"technology"	31
"Mar-2014"	"travel & transportation"	57
"Mar-2014"	"work & money"	72
"Mar-2014"	"writing & language"	21
"May-2004"	"clothing, beauty, & fashion"	8
"May-2004"	"computers & internet"	187
"May-2004"	"education"	10
"May-2004"	"food & drink"	14
"May-2004"	"grab bag"	18
"May-2004"	"health & fitness"	24
"May-2004"	"home & garden"	32
"May-2004"	"human relations"	14
"May-2004"	"law & government"	22
"May-2004"	"media & arts"	73
"May-2004"	"pets & animals"	11
"May-2004"	"religion & philosophy"	1
"May-2004"	"science & nature"	13
"May-2004"	"shopping"	21
"May-2004"	"society & culture"	16
"May-2004"	"sports, hobbies, & recreation"	21
"May-2004"	"technology"	23
"May-2004"	"travel & transportation"	44
"May-2004"	"work & money"	33
"May-2004"	"writing & language"	26
"May-2005"	"clothing, beauty, & fashion"	36
"May-2005"	"computers & internet"	261
"May-2005"	"education"	29
"May-2005"	"food & drink"	31
"May-2005"	"grab bag"	24
"May-2005"	"health & fitness"	72
"May-2005"	"home & garden"	64
"May-2005"	"human relations"	60
"May-2005"	"law & government"	29
"May-2005"	"media & arts"	122
"May-2005"	"pets & animals"	21
"May-2005"	"religion & philosophy"	4
"May-2005"	"science & nature"	23
"May-2005"	"shopping"	29
"May-2005"	"society & culture"	39
"May-2005"	"sports, hobbies, & recreation"	47
"May-2005"	"technology"	73
"May-2005"	"travel & transportation"	94
"May-2005"	"work & money"	55
"May-2005"	"writing & language"	36
"May-2006"	"clothing, beauty, & fashion"	6
"May-2006"	"computers & internet"	65
"May-2006"	"education"	6
"May-2006"	"food & drink"	9
"May-2006"	"grab bag"	13
"May-2006"	"health & fitness"	21
"May-2006"	"home & garden"	18
"May-2006"	"human relations"	18
"May-2006"	"law & government"	7
"May-2006"	"media & arts"	37
"May-2006"	"pets & animals"	4
"May-2006"	"religion & philosophy"	3
"May-2006"	"science & nature"	8
"May-2006"	"shopping"	4
"May-2006"	"society & culture"	6
"May-2006"	"sports, hobbies, & recreation"	12
"May-2006"	"technology"	14
"May-2006"	"travel & transportation"	17
"May-2006"	"work & money"	16
"May-2006"	"writing & language"	11
"May-2007"	"clothing, beauty, & fashion"	30
"May-2007"	"computers & internet"	251
"May-2007"	"education"	47
"May-2007"	"food & drink"	43
"May-2007"	"grab bag"	51
"May-2007"	"health & fitness"	101
"May-2007"	"home & garden"	71
"May-2007"	"human relations"	78
"May-2007"	"law & government"	41
"May-2007"	"media & arts"	141
"May-2007"	"pets & animals"	24
"May-2007"	"religion & philosophy"	9
"May-2007"	"science & nature"	28
"May-2007"	"shopping"	24
"May-2007"	"society & culture"	51
"May-2007"	"sports, hobbies, & recreation"	49
"May-2007"	"technology"	68
"May-2007"	"travel & transportation"	105
"May-2007"	"work & money"	109
"May-2007"	"writing & language"	40
"May-2008"	"clothing, beauty, & fashion"	48
"May-2008"	"computers & internet"	359
"May-2008"	"education"	57
"May-2008"	"food & drink"	82
"May-2008"	"grab bag"	61
"May-2008"	"health & fitness"	117
"May-2008"	"home & garden"	86
"May-2008"	"human relations"	115
"May-2008"	"law & government"	46
"May-2008"	"media & arts"	156
"May-2008"	"pets & animals"	33
"May-2008"	"religion & philosophy"	15
"May-2008"	"science & nature"	28
"May-2008"	"shopping"	37
"May-2008"	"society & culture"	57
"May-2008"	"sports, hobbies, & recreation"	79
"May-2008"	"technology"	105
"May-2008"	"travel & transportation"	168
"May-2008"	"work & money"	137
"May-2008"	"writing & language"	49
"May-2009"	"clothing, beauty, & fashion"	23
"May-2009"	"computers & internet"	219
"May-2009"	"education"	41
"May-2009"	"food & drink"	81
"May-2009"	"grab bag"	42
"May-2009"	"health & fitness"	93
"May-2009"	"home & garden"	73
"May-2009"	"human relations"	79
"May-2009"	"law & government"	32
"May-2009"	"media & arts"	144
"May-2009"	"pets & animals"	22
"May-2009"	"religion & philosophy"	10
"May-2009"	"science & nature"	22
"May-2009"	"shopping"	21
"May-2009"	"society & culture"	31
"May-2009"	"sports, hobbies, & recreation"	68
"May-2009"	"technology"	69
"May-2009"	"travel & transportation"	126
"May-2009"	"work & money"	114
"May-2009"	"writing & language"	42
"May-2010"	"clothing, beauty, & fashion"	35
"May-2010"	"computers & internet"	187
"May-2010"	"education"	63
"May-2010"	"food & drink"	63
"May-2010"	"grab bag"	58
"May-2010"	"health & fitness"	101
"May-2010"	"home & garden"	77
"May-2010"	"human relations"	96
"May-2010"	"law & government"	36
"May-2010"	"media & arts"	127
"May-2010"	"pets & animals"	33
"May-2010"	"religion & philosophy"	4
"May-2010"	"science & nature"	26
"May-2010"	"shopping"	29
"May-2010"	"society & culture"	31
"May-2010"	"sports, hobbies, & recreation"	40
"May-2010"	"technology"	65
"May-2010"	"travel & transportation"	107
"May-2010"	"work & money"	103
"May-2010"	"writing & language"	43
"May-2011"	"clothing, beauty, & fashion"	29
"May-2011"	"computers & internet"	132
"May-2011"	"education"	30
"May-2011"	"food & drink"	49
"May-2011"	"grab bag"	36
"May-2011"	"health & fitness"	92
"May-2011"	"home & garden"	73
"May-2011"	"human relations"	81
"May-2011"	"law & government"	12
"May-2011"	"media & arts"	110
"May-2011"	"pets & animals"	28
"May-2011"	"religion & philosophy"	5
"May-2011"	"science & nature"	25
"May-2011"	"shopping"	11
"May-2011"	"society & culture"	31
"May-2011"	"sports, hobbies, & recreation"	40
"May-2011"	"technology"	55
"May-2011"	"travel & transportation"	83
"May-2011"	"work & money"	67
"May-2011"	"writing & language"	27
"May-2012"	"clothing, beauty, & fashion"	42
"May-2012"	"computers & internet"	183
"May-2012"	"education"	50
"May-2012"	"food & drink"	62
"May-2012"	"grab bag"	65
"May-2012"	"health & fitness"	109
"May-2012"	"home & garden"	92
"May-2012"	"human relations"	142
"May-2012"	"law & government"	42
"May-2012"	"media & arts"	124
"May-2012"	"pets & animals"	26
"May-2012"	"religion & philosophy"	6
"May-2012"	"science & nature"	34
"May-2012"	"shopping"	41
"May-2012"	"society & culture"	30
"May-2012"	"sports, hobbies, & recreation"	48
"May-2012"	"technology"	83
"May-2012"	"travel & transportation"	107
"May-2012"	"work & money"	137
"May-2012"	"writing & language"	31
"May-2013"	"clothing, beauty, & fashion"	36
"May-2013"	"computers & internet"	87
"May-2013"	"education"	28
"May-2013"	"food & drink"	51
"May-2013"	"grab bag"	40
"May-2013"	"health & fitness"	96
"May-2013"	"home & garden"	70
"May-2013"	"human relations"	119
"May-2013"	"law & government"	27
"May-2013"	"media & arts"	87
"May-2013"	"pets & animals"	22
"May-2013"	"religion & philosophy"	6
"May-2013"	"science & nature"	21
"May-2013"	"shopping"	14
"May-2013"	"society & culture"	28
"May-2013"	"sports, hobbies, & recreation"	25
"May-2013"	"technology"	53
"May-2013"	"travel & transportation"	90
"May-2013"	"work & money"	91
"May-2013"	"writing & language"	35
"May-2014"	"clothing, beauty, & fashion"	45
"May-2014"	"computers & internet"	144
"May-2014"	"education"	42
"May-2014"	"food & drink"	73
"May-2014"	"grab bag"	52
"May-2014"	"health & fitness"	130
"May-2014"	"home & garden"	90
"May-2014"	"human relations"	169
"May-2014"	"law & government"	47
"May-2014"	"media & arts"	160
"May-2014"	"pets & animals"	26
"May-2014"	"religion & philosophy"	7
"May-2014"	"science & nature"	30
"May-2014"	"shopping"	45
"May-2014"	"society & culture"	45
"May-2014"	"sports, hobbies, & recreation"	45
"May-2014"	"technology"	59
"May-2014"	"travel & transportation"	118
"May-2014"	"work & money"	129
"May-2014"	"writing & language"	53
"Nov-2004"	"clothing, beauty, & fashion"	19
"Nov-2004"	"computers & internet"	240
"Nov-2004"	"education"	20
"Nov-2004"	"food & drink"	37
"Nov-2004"	"grab bag"	34
"Nov-2004"	"health & fitness"	54
"Nov-2004"	"home & garden"	27
"Nov-2004"	"human relations"	41
"Nov-2004"	"law & government"	41
"Nov-2004"	"media & arts"	97
"Nov-2004"	"pets & animals"	9
"Nov-2004"	"religion & philosophy"	11
"Nov-2004"	"science & nature"	10
"Nov-2004"	"shopping"	49
"Nov-2004"	"society & culture"	36
"Nov-2004"	"sports, hobbies, & recreation"	23
"Nov-2004"	"technology"	45
"Nov-2004"	"travel & transportation"	49
"Nov-2004"	"work & money"	63
"Nov-2004"	"writing & language"	30
"Nov-2005"	"clothing, beauty, & fashion"	12
"Nov-2005"	"computers & internet"	123
"Nov-2005"	"education"	8
"Nov-2005"	"food & drink"	22
"Nov-2005"	"grab bag"	14
"Nov-2005"	"health & fitness"	35
"Nov-2005"	"home & garden"	20
"Nov-2005"	"human relations"	30
"Nov-2005"	"law & government"	13
"Nov-2005"	"media & arts"	51
"Nov-2005"	"pets & animals"	8
"Nov-2005"	"religion & philosophy"	8
"Nov-2005"	"science & nature"	13
"Nov-2005"	"shopping"	9
"Nov-2005"	"society & culture"	16
"Nov-2005"	"sports, hobbies, & recreation"	16
"Nov-2005"	"technology"	37
"Nov-2005"	"travel & transportation"	31
"Nov-2005"	"work & money"	28
"Nov-2005"	"writing & language"	18
"Nov-2007"	"clothing, beauty, & fashion"	18
"Nov-2007"	"computers & internet"	146
"Nov-2007"	"education"	25
"Nov-2007"	"food & drink"	46
"Nov-2007"	"grab bag"	27
"Nov-2007"	"health & fitness"	48
"Nov-2007"	"home & garden"	35
"Nov-2007"	"human relations"	34
"Nov-2007"	"law & government"	30
"Nov-2007"	"media & arts"	57
"Nov-2007"	"pets & animals"	20
"Nov-2007"	"religion & philosophy"	5
"Nov-2007"	"science & nature"	15
"Nov-2007"	"shopping"	24
"Nov-2007"	"society & culture"	18
"Nov-2007"	"sports, hobbies, & recreation"	33
"Nov-2007"	"technology"	66
"Nov-2007"	"travel & transportation"	39
"Nov-2007"	"work & money"	51
"Nov-2007"	"writing & language"	19
"Nov-2008"	"clothing, beauty, & fashion"	34
"Nov-2008"	"computers & internet"	245
"Nov-2008"	"education"	36
"Nov-2008"	"food & drink"	68
"Nov-2008"	"grab bag"	51
"Nov-2008"	"health & fitness"	75
"Nov-2008"	"home & garden"	51
"Nov-2008"	"human relations"	88
"Nov-2008"	"law & government"	56
"Nov-2008"	"media & arts"	123
"Nov-2008"	"pets & animals"	27
"Nov-2008"	"religion & philosophy"	12
"Nov-2008"	"science & nature"	26
"Nov-2008"	"shopping"	50
"Nov-2008"	"society & culture"	51
"Nov-2008"	"sports, hobbies, & recreation"	45
"Nov-2008"	"technology"	64
"Nov-2008"	"travel & transportation"	81
"Nov-2008"	"work & money"	95
"Nov-2008"	"writing & language"	49
"Nov-2009"	"clothing, beauty, & fashion"	38
"Nov-2009"	"computers & internet"	209
"Nov-2009"	"education"	47
"Nov-2009"	"food & drink"	71
"Nov-2009"	"grab bag"	36
"Nov-2009"	"health & fitness"	95
"Nov-2009"	"home & garden"	59
"Nov-2009"	"human relations"	112
"Nov-2009"	"law & government"	40
"Nov-2009"	"media & arts"	93
"Nov-2009"	"pets & animals"	16
"Nov-2009"	"religion & philosophy"	5
"Nov-2009"	"science & nature"	30
"Nov-2009"	"shopping"	38
"Nov-2009"	"society & culture"	34
"Nov-2009"	"sports, hobbies, & recreation"	45
"Nov-2009"	"technology"	62
"Nov-2009"	"travel & transportation"	66
"Nov-2009"	"work & money"	97
"Nov-2009"	"writing & language"	35
"Nov-2010"	"clothing, beauty, & fashion"	44
"Nov-2010"	"computers & internet"	189
"Nov-2010"	"education"	48
"Nov-2010"	"food & drink"	73
"Nov-2010"	"grab bag"	44
"Nov-2010"	"health & fitness"	131
"Nov-2010"	"home & garden"	76
"Nov-2010"	"human relations"	118
"Nov-2010"	"law & government"	37
"Nov-2010"	"media & arts"	143
"Nov-2010"	"pets & animals"	18
"Nov-2010"	"religion & philosophy"	5
"Nov-2010"	"science & nature"	29
"Nov-2010"	"shopping"	39
"Nov-2010"	"society & culture"	37
"Nov-2010"	"sports, hobbies, & recreation"	43
"Nov-2010"	"technology"	84
"Nov-2010"	"travel & transportation"	74
"Nov-2010"	"work & money"	87
"Nov-2010"	"writing & language"	45
"Nov-2011"	"clothing, beauty, & fashion"	50
"Nov-2011"	"computers & internet"	168
"Nov-2011"	"education"	42
"Nov-2011"	"food & drink"	88
"Nov-2011"	"grab bag"	42
"Nov-2011"	"health & fitness"	116
"Nov-2011"	"home & garden"	76
"Nov-2011"	"human relations"	141
"Nov-2011"	"law & government"	50
"Nov-2011"	"media & arts"	120
"Nov-2011"	"pets & animals"	27
"Nov-2011"	"religion & philosophy"	3
"Nov-2011"	"science & nature"	21
"Nov-2011"	"shopping"	68
"Nov-2011"	"society & culture"	37
"Nov-2011"	"sports, hobbies, & recreation"	50
"Nov-2011"	"technology"	91
"Nov-2011"	"travel & transportation"	94
"Nov-2011"	"work & money"	113
"Nov-2011"	"writing & language"	40
"Nov-2012"	"clothing, beauty, & fashion"	26
"Nov-2012"	"computers & internet"	86
"Nov-2012"	"education"	28
"Nov-2012"	"food & drink"	60
"Nov-2012"	"grab bag"	37
"Nov-2012"	"health & fitness"	61
"Nov-2012"	"home & garden"	50
"Nov-2012"	"human relations"	110
"Nov-2012"	"law & government"	27
"Nov-2012"	"media & arts"	67
"Nov-2012"	"pets & animals"	27
"Nov-2012"	"religion & philosophy"	3
"Nov-2012"	"science & nature"	15
"Nov-2012"	"shopping"	29
"Nov-2012"	"society & culture"	29
"Nov-2012"	"sports, hobbies, & recreation"	25
"Nov-2012"	"technology"	47
"Nov-2012"	"travel & transportation"	44
"Nov-2012"	"work & money"	53
"Nov-2012"	"writing & language"	17
"Nov-2013"	"clothing, beauty, & fashion"	24
"Nov-2013"	"computers & internet"	66
"Nov-2013"	"education"	25
"Nov-2013"	"food & drink"	45
"Nov-2013"	"grab bag"	23
"Nov-2013"	"health & fitness"	48
"Nov-2013"	"home & garden"	48
"Nov-2013"	"human relations"	66
"Nov-2013"	"law & government"	15
"Nov-2013"	"media & arts"	61
"Nov-2013"	"pets & animals"	11
"Nov-2013"	"religion & philosophy"	5
"Nov-2013"	"science & nature"	10
"Nov-2013"	"shopping"	29
"Nov-2013"	"society & culture"	23
"Nov-2013"	"sports, hobbies, & recreation"	22
"Nov-2013"	"technology"	31
"Nov-2013"	"travel & transportation"	53
"Nov-2013"	"work & money"	53
"Nov-2013"	"writing & language"	17
"Oct-2004"	"clothing, beauty, & fashion"	20
"Oct-2004"	"computers & internet"	180
"Oct-2004"	"education"	7
"Oct-2004"	"food & drink"	25
"Oct-2004"	"grab bag"	26
"Oct-2004"	"health & fitness"	33
"Oct-2004"	"home & garden"	34
"Oct-2004"	"human relations"	30
"Oct-2004"	"law & government"	49
"Oct-2004"	"media & arts"	68
"Oct-2004"	"pets & animals"	12
"Oct-2004"	"religion & philosophy"	1
"Oct-2004"	"science & nature"	12
"Oct-2004"	"shopping"	25
"Oct-2004"	"society & culture"	45
"Oct-2004"	"sports, hobbies, & recreation"	21
"Oct-2004"	"technology"	40
"Oct-2004"	"travel & transportation"	47
"Oct-2004"	"work & money"	34
"Oct-2004"	"writing & language"	17
"Oct-2006"	"clothing, beauty, & fashion"	19
"Oct-2006"	"computers & internet"	193
"Oct-2006"	"education"	19
"Oct-2006"	"food & drink"	35
"Oct-2006"	"grab bag"	32
"Oct-2006"	"health & fitness"	48
"Oct-2006"	"home & garden"	34
"Oct-2006"	"human relations"	35
"Oct-2006"	"law & government"	43
"Oct-2006"	"media & arts"	104
"Oct-2006"	"pets & animals"	12
"Oct-2006"	"religion & philosophy"	2
"Oct-2006"	"science & nature"	9
"Oct-2006"	"shopping"	26
"Oct-2006"	"society & culture"	31
"Oct-2006"	"sports, hobbies, & recreation"	34
"Oct-2006"	"technology"	52
"Oct-2006"	"travel & transportation"	56
"Oct-2006"	"work & money"	54
"Oct-2006"	"writing & language"	22
"Oct-2007"	"clothing, beauty, & fashion"	29
"Oct-2007"	"computers & internet"	134
"Oct-2007"	"education"	20
"Oct-2007"	"food & drink"	36
"Oct-2007"	"grab bag"	24
"Oct-2007"	"health & fitness"	46
"Oct-2007"	"home & garden"	41
"Oct-2007"	"human relations"	32
"Oct-2007"	"law & government"	23
"Oct-2007"	"media & arts"	66
"Oct-2007"	"pets & animals"	9
"Oct-2007"	"religion & philosophy"	4
"Oct-2007"	"science & nature"	10
"Oct-2007"	"shopping"	10
"Oct-2007"	"society & culture"	19
"Oct-2007"	"sports, hobbies, & recreation"	28
"Oct-2007"	"technology"	42
"Oct-2007"	"travel & transportation"	43
"Oct-2007"	"work & money"	42
"Oct-2007"	"writing & language"	18
"Oct-2008"	"clothing, beauty, & fashion"	30
"Oct-2008"	"computers & internet"	178
"Oct-2008"	"education"	43
"Oct-2008"	"food & drink"	50
"Oct-2008"	"grab bag"	41
"Oct-2008"	"health & fitness"	66
"Oct-2008"	"home & garden"	51
"Oct-2008"	"human relations"	72
"Oct-2008"	"law & government"	36
"Oct-2008"	"media & arts"	108
"Oct-2008"	"pets & animals"	16
"Oct-2008"	"religion & philosophy"	8
"Oct-2008"	"science & nature"	15
"Oct-2008"	"shopping"	38
"Oct-2008"	"society & culture"	36
"Oct-2008"	"sports, hobbies, & recreation"	38
"Oct-2008"	"technology"	50
"Oct-2008"	"travel & transportation"	62
"Oct-2008"	"work & money"	96
"Oct-2008"	"writing & language"	21
"Oct-2009"	"clothing, beauty, & fashion"	52
"Oct-2009"	"computers & internet"	161
"Oct-2009"	"education"	42
"Oct-2009"	"food & drink"	74
"Oct-2009"	"grab bag"	51
"Oct-2009"	"health & fitness"	100
"Oct-2009"	"home & garden"	61
"Oct-2009"	"human relations"	82
"Oct-2009"	"law & government"	36
"Oct-2009"	"media & arts"	118
"Oct-2009"	"pets & animals"	21
"Oct-2009"	"religion & philosophy"	15
"Oct-2009"	"science & nature"	23
"Oct-2009"	"shopping"	30
"Oct-2009"	"society & culture"	37
"Oct-2009"	"sports, hobbies, & recreation"	44
"Oct-2009"	"technology"	78
"Oct-2009"	"travel & transportation"	89
"Oct-2009"	"work & money"	93
"Oct-2009"	"writing & language"	46
"Oct-2010"	"clothing, beauty, & fashion"	9
"Oct-2010"	"computers & internet"	43
"Oct-2010"	"education"	9
"Oct-2010"	"food & drink"	18
"Oct-2010"	"grab bag"	11
"Oct-2010"	"health & fitness"	25
"Oct-2010"	"home & garden"	15
"Oct-2010"	"human relations"	19
"Oct-2010"	"law & government"	6
"Oct-2010"	"media & arts"	18
"Oct-2010"	"pets & animals"	7
"Oct-2010"	"religion & philosophy"	1
"Oct-2010"	"science & nature"	1
"Oct-2010"	"shopping"	9
"Oct-2010"	"society & culture"	7
"Oct-2010"	"sports, hobbies, & recreation"	7
"Oct-2010"	"technology"	14
"Oct-2010"	"travel & transportation"	21
"Oct-2010"	"work & money"	19
"Oct-2010"	"writing & language"	5
"Oct-2011"	"clothing, beauty, & fashion"	40
"Oct-2011"	"computers & internet"	185
"Oct-2011"	"education"	39
"Oct-2011"	"food & drink"	64
"Oct-2011"	"grab bag"	48
"Oct-2011"	"health & fitness"	93
"Oct-2011"	"home & garden"	84
"Oct-2011"	"human relations"	108
"Oct-2011"	"law & government"	50
"Oct-2011"	"media & arts"	123
"Oct-2011"	"pets & animals"	24
"Oct-2011"	"religion & philosophy"	9
"Oct-2011"	"science & nature"	23
"Oct-2011"	"shopping"	33
"Oct-2011"	"society & culture"	38
"Oct-2011"	"sports, hobbies, & recreation"	53
"Oct-2011"	"technology"	58
"Oct-2011"	"travel & transportation"	75
"Oct-2011"	"work & money"	98
"Oct-2011"	"writing & language"	32
